date,store_code,sku,category,on_hand_units,reorder_point,unit_cost_php
2026-05-01,CDO-04,Rice 5kg,Dry Goods,13,25,207.42
2026-05-01,CDO-04,Egg Tray,Dairy,11,20,74.12
2026-05-01,CDO-04,Coffee Sachets,Beverage,93,80,51.86
2026-05-01,CDO-04,Soft Drinks 1.5L,Beverage,67,55,108.95
2026-05-01,CDO-04,Instant Coffee 3-in-1,Beverage,79,70,155.71
2026-05-01,CDO-04,Cup Noodles,Dry Goods,59,65,71.66
2026-05-01,CDO-04,Sandwich Bread,Bakery,55,30,32.4
2026-05-01,CDO-05,Bread Loaf 300g,Bakery,77,40,145.37
2026-05-01,CDO-05,Fresh Milk 1L,Dairy,56,35,42.84
2026-05-01,CDO-05,Instant Noodles,Dry Goods,130,60,59.71
2026-05-01,CDO-05,Bottled Water 500ml,Beverage,32,50,41.95
2026-05-01,CDO-05,Canned Goods Mix,Dry Goods,61,45,211.19
2026-05-01,CDO-05,Rice 5kg,Dry Goods,19,25,93.87
2026-05-01,CDO-05,Egg Tray,Dairy,13,20,143.78
2026-05-01,CDO-05,Coffee Sachets,Beverage,90,80,14.19
2026-05-01,CDO-05,Soft Drinks 1.5L,Beverage,81,55,49.83
2026-05-01,CDO-05,Instant Coffee 3-in-1,Beverage,100,70,90.43
2026-05-01,CDO-05,Cup Noodles,Dry Goods,107,65,51.63
2026-05-01,CDO-05,Sandwich Bread,Bakery,52,30,179.45
2026-05-01,CDO-06,Bread Loaf 300g,Bakery,17,40,29.57
2026-05-01,CDO-06,Fresh Milk 1L,Dairy,68,35,47.64
2026-05-01,CDO-06,Instant Noodles,Dry Goods,55,60,105.0
2026-05-01,CDO-06,Bottled Water 500ml,Beverage,40,50,190.88
2026-05-01,CDO-06,Canned Goods Mix,Dry Goods,59,45,143.49
2026-05-01,CDO-06,Rice 5kg,Dry Goods,36,25,137.6
2026-05-01,CDO-06,Egg Tray,Dairy,28,20,81.76
2026-05-01,CDO-06,Coffee Sachets,Beverage,153,80,138.88
2026-05-01,CDO-06,Soft Drinks 1.5L,Beverage,102,55,157.67
2026-05-01,CDO-06,Instant Coffee 3-in-1,Beverage,61,70,138.27
2026-05-01,CDO-06,Cup Noodles,Dry Goods,30,65,36.4
2026-05-01,CDO-06,Sandwich Bread,Bakery,16,30,72.74
2026-05-04,CDO-01,Bread Loaf 300g,Bakery,26,40,155.01
2026-05-04,CDO-01,Fresh Milk 1L,Dairy,44,35,96.67
2026-05-04,CDO-01,Instant Noodles,Dry Goods,34,60,89.35
2026-05-04,CDO-01,Bottled Water 500ml,Beverage,33,50,142.73
2026-05-04,CDO-01,Canned Goods Mix,Dry Goods,73,45,144.8
2026-05-04,CDO-01,Rice 5kg,Dry Goods,55,25,125.64
2026-05-04,CDO-01,Egg Tray,Dairy,25,20,37.74
2026-05-04,CDO-01,Coffee Sachets,Beverage,72,80,103.61
2026-05-04,CDO-01,Soft Drinks 1.5L,Beverage,22,55,84.12
2026-05-04,CDO-01,Instant Coffee 3-in-1,Beverage,22,70,36.95
2026-05-04,CDO-01,Cup Noodles,Dry Goods,120,65,212.33
2026-05-04,CDO-01,Sandwich Bread,Bakery,38,30,112.93
2026-05-04,CDO-02,Bread Loaf 300g,Bakery,64,40,96.11
2026-05-04,CDO-02,Fresh Milk 1L,Dairy,66,35,111.6
2026-05-04,CDO-02,Instant Noodles,Dry Goods,27,60,14.54
2026-05-04,CDO-02,Bottled Water 500ml,Beverage,87,50,69.92
2026-05-04,CDO-02,Canned Goods Mix,Dry Goods,37,45,121.97
2026-05-04,CDO-02,Rice 5kg,Dry Goods,15,25,104.95
2026-05-04,CDO-02,Egg Tray,Dairy,34,20,170.37
2026-05-04,CDO-02,Coffee Sachets,Beverage,108,80,32.0
2026-05-04,CDO-02,Soft Drinks 1.5L,Beverage,28,55,172.32
2026-05-04,CDO-02,Instant Coffee 3-in-1,Beverage,130,70,85.77
2026-05-04,CDO-02,Cup Noodles,Dry Goods,121,65,16.82
2026-05-04,CDO-02,Sandwich Bread,Bakery,50,30,123.83
2026-05-04,CDO-03,Bread Loaf 300g,Bakery,87,40,29.71
2026-05-04,CDO-03,Fresh Milk 1L,Dairy,66,35,167.29
2026-05-04,CDO-03,Instant Noodles,Dry Goods,52,60,219.85
2026-05-04,CDO-03,Bottled Water 500ml,Beverage,58,50,81.9
2026-05-04,CDO-03,Canned Goods Mix,Dry Goods,83,45,101.08
2026-05-04,CDO-03,Rice 5kg,Dry Goods,55,25,172.43
2026-05-04,CDO-03,Egg Tray,Dairy,15,20,179.87
2026-05-04,CDO-03,Coffee Sachets,Beverage,113,80,82.33
2026-05-04,CDO-03,Soft Drinks 1.5L,Beverage,91,55,142.15
2026-05-04,CDO-03,Instant Coffee 3-in-1,Beverage,43,70,37.52
2026-05-04,CDO-03,Cup Noodles,Dry Goods,45,65,51.87
2026-05-04,CDO-03,Sandwich Bread,Bakery,12,30,82.37
2026-05-04,CDO-04,Bread Loaf 300g,Bakery,33,40,122.22
2026-05-04,CDO-04,Fresh Milk 1L,Dairy,32,35,157.26
2026-05-04,CDO-04,Instant Noodles,Dry Goods,51,60,64.68
2026-05-04,CDO-04,Bottled Water 500ml,Beverage,97,50,216.92
2026-05-04,CDO-04,Canned Goods Mix,Dry Goods,72,45,28.19
2026-05-04,CDO-04,Rice 5kg,Dry Goods,53,25,174.57
2026-05-04,CDO-04,Egg Tray,Dairy,41,20,218.41
2026-05-04,CDO-04,Coffee Sachets,Beverage,156,80,34.9
2026-05-04,CDO-04,Soft Drinks 1.5L,Beverage,107,55,60.93
2026-05-04,CDO-04,Instant Coffee 3-in-1,Beverage,116,70,183.64
2026-05-04,CDO-04,Cup Noodles,Dry Goods,114,65,151.36
2026-05-04,CDO-04,Sandwich Bread,Bakery,37,30,130.41
2026-05-04,CDO-05,Bread Loaf 300g,Bakery,32,40,95.82
2026-05-04,CDO-05,Fresh Milk 1L,Dairy,41,35,142.33
2026-05-04,CDO-05,Instant Noodles,Dry Goods,118,60,27.74
2026-05-04,CDO-05,Bottled Water 500ml,Beverage,64,50,66.98
2026-05-04,CDO-05,Canned Goods Mix,Dry Goods,94,45,86.24
2026-05-04,CDO-05,Rice 5kg,Dry Goods,53,25,77.39
2026-05-04,CDO-05,Egg Tray,Dairy,6,20,172.12
2026-05-04,CDO-05,Coffee Sachets,Beverage,135,80,162.96
2026-05-04,CDO-05,Soft Drinks 1.5L,Beverage,64,55,148.8
2026-05-04,CDO-05,Instant Coffee 3-in-1,Beverage,69,70,21.43
2026-05-04,CDO-05,Cup Noodles,Dry Goods,86,65,54.18
2026-05-04,CDO-05,Sandwich Bread,Bakery,33,30,52.91
2026-05-04,CDO-06,Bread Loaf 300g,Bakery,32,40,183.61
2026-05-04,CDO-06,Fresh Milk 1L,Dairy,33,35,130.52
2026-05-04,CDO-06,Instant Noodles,Dry Goods,83,60,110.89
2026-05-04,CDO-06,Bottled Water 500ml,Beverage,48,50,152.7
2026-05-04,CDO-06,Canned Goods Mix,Dry Goods,18,45,29.11
2026-05-04,CDO-06,Rice 5kg,Dry Goods,45,25,105.43
2026-05-04,CDO-06,Egg Tray,Dairy,11,20,189.82
2026-05-04,CDO-06,Coffee Sachets,Beverage,91,80,8.14
2026-05-04,CDO-06,Soft Drinks 1.5L,Beverage,117,55,50.89
2026-05-04,CDO-06,Instant Coffee 3-in-1,Beverage,113,70,35.97
2026-05-04,CDO-06,Cup Noodles,Dry Goods,100,65,41.7
2026-05-04,CDO-06,Sandwich Bread,Bakery,62,30,66.09
2026-05-07,CDO-01,Bread Loaf 300g,Bakery,62,40,61.08
2026-05-07,CDO-01,Fresh Milk 1L,Dairy,35,35,199.61
2026-05-07,CDO-01,Instant Noodles,Dry Goods,37,60,92.02
2026-05-07,CDO-01,Bottled Water 500ml,Beverage,44,50,156.28
2026-05-07,CDO-01,Canned Goods Mix,Dry Goods,34,45,146.96
2026-05-07,CDO-01,Rice 5kg,Dry Goods,41,25,8.23
2026-05-07,CDO-01,Egg Tray,Dairy,24,20,36.13
2026-05-07,CDO-01,Coffee Sachets,Beverage,58,80,152.16
2026-05-07,CDO-01,Soft Drinks 1.5L,Beverage,17,55,155.47
2026-05-07,CDO-01,Instant Coffee 3-in-1,Beverage,130,70,217.49
2026-05-07,CDO-01,Cup Noodles,Dry Goods,72,65,36.02
2026-05-07,CDO-01,Sandwich Bread,Bakery,13,30,89.21
2026-05-07,CDO-02,Bread Loaf 300g,Bakery,68,40,29.71
2026-05-07,CDO-02,Fresh Milk 1L,Dairy,31,35,194.77
2026-05-07,CDO-02,Instant Noodles,Dry Goods,34,60,171.97
2026-05-07,CDO-02,Bottled Water 500ml,Beverage,87,50,36.23
2026-05-07,CDO-02,Canned Goods Mix,Dry Goods,98,45,38.28
2026-05-07,CDO-02,Rice 5kg,Dry Goods,33,25,9.8
2026-05-07,CDO-02,Egg Tray,Dairy,31,20,101.3
2026-05-07,CDO-02,Coffee Sachets,Beverage,134,80,141.15
2026-05-07,CDO-02,Soft Drinks 1.5L,Beverage,32,55,95.28
2026-05-07,CDO-02,Instant Coffee 3-in-1,Beverage,112,70,190.31
2026-05-07,CDO-02,Cup Noodles,Dry Goods,30,65,29.3
2026-05-07,CDO-02,Sandwich Bread,Bakery,52,30,132.99
2026-05-07,CDO-03,Bread Loaf 300g,Bakery,41,40,212.21
2026-05-07,CDO-03,Fresh Milk 1L,Dairy,31,35,37.64
2026-05-07,CDO-03,Instant Noodles,Dry Goods,50,60,25.86
2026-05-07,CDO-03,Bottled Water 500ml,Beverage,68,50,135.2
2026-05-07,CDO-03,Canned Goods Mix,Dry Goods,65,45,173.14
2026-05-07,CDO-03,Rice 5kg,Dry Goods,40,25,187.75
2026-05-07,CDO-03,Egg Tray,Dairy,31,20,71.95
2026-05-07,CDO-03,Coffee Sachets,Beverage,103,80,116.02
2026-05-07,CDO-03,Soft Drinks 1.5L,Beverage,95,55,70.65
2026-05-07,CDO-03,Instant Coffee 3-in-1,Beverage,28,70,198.36
2026-05-07,CDO-03,Cup Noodles,Dry Goods,137,65,112.92
2026-05-07,CDO-03,Sandwich Bread,Bakery,15,30,113.91
2026-05-07,CDO-04,Bread Loaf 300g,Bakery,57,40,120.0
2026-05-07,CDO-04,Fresh Milk 1L,Dairy,76,35,217.22
2026-05-07,CDO-04,Instant Noodles,Dry Goods,124,60,35.98
2026-05-07,CDO-04,Bottled Water 500ml,Beverage,97,50,128.5
2026-05-07,CDO-04,Canned Goods Mix,Dry Goods,45,45,152.78
2026-05-07,CDO-04,Rice 5kg,Dry Goods,44,25,210.34
2026-05-07,CDO-04,Egg Tray,Dairy,35,20,11.54
2026-05-07,CDO-04,Coffee Sachets,Beverage,34,80,63.58
2026-05-07,CDO-04,Soft Drinks 1.5L,Beverage,21,55,20.82
2026-05-07,CDO-04,Instant Coffee 3-in-1,Beverage,126,70,115.4
2026-05-07,CDO-04,Cup Noodles,Dry Goods,97,65,114.22
2026-05-07,CDO-04,Sandwich Bread,Bakery,33,30,156.78
2026-05-07,CDO-05,Bread Loaf 300g,Bakery,18,40,121.75
2026-05-07,CDO-05,Fresh Milk 1L,Dairy,51,35,66.82
2026-05-07,CDO-05,Instant Noodles,Dry Goods,53,60,116.4
2026-05-07,CDO-05,Bottled Water 500ml,Beverage,34,50,179.31
2026-05-07,CDO-05,Canned Goods Mix,Dry Goods,59,45,90.84
2026-05-07,CDO-05,Rice 5kg,Dry Goods,38,25,184.92
2026-05-07,CDO-05,Egg Tray,Dairy,32,20,22.02
2026-05-07,CDO-05,Coffee Sachets,Beverage,130,80,162.75
2026-05-07,CDO-05,Soft Drinks 1.5L,Beverage,105,55,20.28
2026-05-07,CDO-05,Instant Coffee 3-in-1,Beverage,32,70,100.11
2026-05-07,CDO-05,Cup Noodles,Dry Goods,75,65,137.07
2026-05-07,CDO-05,Sandwich Bread,Bakery,27,30,165.24
2026-05-07,CDO-06,Bread Loaf 300g,Bakery,68,40,33.32
2026-05-07,CDO-06,Fresh Milk 1L,Dairy,58,35,156.72
2026-05-07,CDO-06,Instant Noodles,Dry Goods,37,60,210.04
2026-05-07,CDO-06,Bottled Water 500ml,Beverage,65,50,173.99
2026-05-07,CDO-06,Canned Goods Mix,Dry Goods,75,45,43.4
2026-05-07,CDO-06,Rice 5kg,Dry Goods,14,25,173.6
2026-05-07,CDO-06,Egg Tray,Dairy,16,20,195.92
2026-05-07,CDO-06,Coffee Sachets,Beverage,141,80,14.22
2026-05-07,CDO-06,Soft Drinks 1.5L,Beverage,101,55,65.66
2026-05-07,CDO-06,Instant Coffee 3-in-1,Beverage,29,70,159.01
2026-05-07,CDO-06,Cup Noodles,Dry Goods,91,65,24.34
2026-05-07,CDO-06,Sandwich Bread,Bakery,35,30,84.35
2026-05-10,CDO-01,Bread Loaf 300g,Bakery,50,40,128.18
2026-05-10,CDO-01,Fresh Milk 1L,Dairy,35,35,62.08
2026-05-10,CDO-01,Instant Noodles,Dry Goods,30,60,129.67
2026-05-10,CDO-01,Bottled Water 500ml,Beverage,84,50,56.42
2026-05-10,CDO-01,Canned Goods Mix,Dry Goods,57,45,17.34
2026-05-10,CDO-01,Rice 5kg,Dry Goods,48,25,59.84
2026-05-10,CDO-01,Egg Tray,Dairy,24,20,89.19
2026-05-10,CDO-01,Coffee Sachets,Beverage,47,80,205.41
2026-05-10,CDO-01,Soft Drinks 1.5L,Beverage,106,55,125.21
2026-05-10,CDO-01,Instant Coffee 3-in-1,Beverage,143,70,165.02
2026-05-10,CDO-01,Cup Noodles,Dry Goods,71,65,76.22
2026-05-10,CDO-01,Sandwich Bread,Bakery,33,30,160.7
2026-05-10,CDO-02,Bread Loaf 300g,Bakery,33,40,24.51
2026-05-10,CDO-02,Fresh Milk 1L,Dairy,35,35,114.43
2026-05-10,CDO-02,Instant Noodles,Dry Goods,121,60,46.02
2026-05-10,CDO-02,Bottled Water 500ml,Beverage,91,50,216.06
2026-05-10,CDO-02,Canned Goods Mix,Dry Goods,95,45,22.61
2026-05-10,CDO-02,Rice 5kg,Dry Goods,30,25,67.85
2026-05-10,CDO-02,Egg Tray,Dairy,38,20,77.39
2026-05-10,CDO-02,Coffee Sachets,Beverage,108,80,9.69
2026-05-10,CDO-02,Soft Drinks 1.5L,Beverage,37,55,127.53
2026-05-10,CDO-02,Instant Coffee 3-in-1,Beverage,61,70,140.02
2026-05-10,CDO-02,Cup Noodles,Dry Goods,77,65,133.44
2026-05-10,CDO-02,Sandwich Bread,Bakery,37,30,171.79
2026-05-10,CDO-03,Bread Loaf 300g,Bakery,27,40,198.89
2026-05-10,CDO-03,Fresh Milk 1L,Dairy,61,35,59.97
2026-05-10,CDO-03,Instant Noodles,Dry Goods,19,60,94.93
2026-05-10,CDO-03,Bottled Water 500ml,Beverage,37,50,81.44
2026-05-10,CDO-03,Canned Goods Mix,Dry Goods,85,45,193.97
2026-05-10,CDO-03,Rice 5kg,Dry Goods,53,25,8.31
2026-05-10,CDO-03,Egg Tray,Dairy,31,20,187.99
2026-05-10,CDO-03,Coffee Sachets,Beverage,135,80,30.04
2026-05-10,CDO-03,Soft Drinks 1.5L,Beverage,72,55,58.49
2026-05-10,CDO-03,Instant Coffee 3-in-1,Beverage,86,70,20.7
2026-05-10,CDO-03,Cup Noodles,Dry Goods,143,65,158.87
2026-05-10,CDO-03,Sandwich Bread,Bakery,14,30,203.31
2026-05-10,CDO-04,Bread Loaf 300g,Bakery,80,40,118.19
2026-05-10,CDO-04,Fresh Milk 1L,Dairy,57,35,86.97
2026-05-10,CDO-04,Instant Noodles,Dry Goods,129,60,26.0
2026-05-10,CDO-04,Bottled Water 500ml,Beverage,24,50,36.3
2026-05-10,CDO-04,Canned Goods Mix,Dry Goods,84,45,23.86
2026-05-10,CDO-04,Rice 5kg,Dry Goods,34,25,100.22
2026-05-10,CDO-04,Egg Tray,Dairy,43,20,58.2
2026-05-10,CDO-04,Coffee Sachets,Beverage,64,80,74.78
2026-05-10,CDO-04,Soft Drinks 1.5L,Beverage,100,55,156.55
2026-05-10,CDO-04,Instant Coffee 3-in-1,Beverage,119,70,75.43
2026-05-10,CDO-04,Cup Noodles,Dry Goods,53,65,23.83
2026-05-10,CDO-04,Sandwich Bread,Bakery,21,30,173.35
2026-05-10,CDO-05,Bread Loaf 300g,Bakery,56,40,40.95
2026-05-10,CDO-05,Fresh Milk 1L,Dairy,21,35,106.8
2026-05-10,CDO-05,Instant Noodles,Dry Goods,64,60,121.62
2026-05-10,CDO-05,Bottled Water 500ml,Beverage,107,50,52.02
2026-05-10,CDO-05,Canned Goods Mix,Dry Goods,40,45,64.18
2026-05-10,CDO-05,Rice 5kg,Dry Goods,13,25,41.41
2026-05-10,CDO-05,Egg Tray,Dairy,32,20,183.19
2026-05-10,CDO-05,Coffee Sachets,Beverage,130,80,16.55
2026-05-10,CDO-05,Soft Drinks 1.5L,Beverage,104,55,77.49
2026-05-10,CDO-05,Instant Coffee 3-in-1,Beverage,33,70,60.62
2026-05-10,CDO-05,Cup Noodles,Dry Goods,63,65,116.85
2026-05-10,CDO-05,Sandwich Bread,Bakery,48,30,63.16
2026-05-10,CDO-06,Bread Loaf 300g,Bakery,87,40,14.59
2026-05-10,CDO-06,Fresh Milk 1L,Dairy,37,35,103.87
2026-05-10,CDO-06,Instant Noodles,Dry Goods,103,60,60.97
2026-05-10,CDO-06,Bottled Water 500ml,Beverage,59,50,178.43
2026-05-10,CDO-06,Canned Goods Mix,Dry Goods,25,45,10.53
2026-05-10,CDO-06,Rice 5kg,Dry Goods,47,25,216.3
2026-05-10,CDO-06,Egg Tray,Dairy,11,20,182.62
2026-05-10,CDO-06,Coffee Sachets,Beverage,81,80,141.62
2026-05-10,CDO-06,Soft Drinks 1.5L,Beverage,84,55,131.45
2026-05-10,CDO-06,Instant Coffee 3-in-1,Beverage,55,70,180.3
2026-05-10,CDO-06,Cup Noodles,Dry Goods,22,65,21.67
2026-05-10,CDO-06,Sandwich Bread,Bakery,60,30,102.01
2026-05-13,CDO-01,Bread Loaf 300g,Bakery,22,40,199.88
2026-05-13,CDO-01,Fresh Milk 1L,Dairy,66,35,78.29
2026-05-13,CDO-01,Instant Noodles,Dry Goods,23,60,105.73
2026-05-13,CDO-01,Bottled Water 500ml,Beverage,31,50,129.66
2026-05-13,CDO-01,Canned Goods Mix,Dry Goods,84,45,91.74
2026-05-13,CDO-01,Rice 5kg,Dry Goods,9,25,152.84
2026-05-13,CDO-01,Egg Tray,Dairy,13,20,53.52
2026-05-13,CDO-01,Coffee Sachets,Beverage,52,80,67.33
2026-05-13,CDO-01,Soft Drinks 1.5L,Beverage,109,55,15.35
2026-05-13,CDO-01,Instant Coffee 3-in-1,Beverage,103,70,60.11
2026-05-13,CDO-01,Cup Noodles,Dry Goods,56,65,95.34
2026-05-13,CDO-01,Sandwich Bread,Bakery,40,30,20.93
2026-05-13,CDO-02,Bread Loaf 300g,Bakery,33,40,37.09
2026-05-13,CDO-02,Fresh Milk 1L,Dairy,24,35,195.55
2026-05-13,CDO-02,Instant Noodles,Dry Goods,78,60,141.72
2026-05-13,CDO-02,Bottled Water 500ml,Beverage,91,50,176.51
2026-05-13,CDO-02,Canned Goods Mix,Dry Goods,98,45,173.77
2026-05-13,CDO-02,Rice 5kg,Dry Goods,25,25,123.44
2026-05-13,CDO-02,Egg Tray,Dairy,24,20,201.49
2026-05-13,CDO-02,Coffee Sachets,Beverage,100,80,90.34
2026-05-13,CDO-02,Soft Drinks 1.5L,Beverage,35,55,75.6
2026-05-13,CDO-02,Instant Coffee 3-in-1,Beverage,50,70,197.9
2026-05-13,CDO-02,Cup Noodles,Dry Goods,116,65,20.42
2026-05-13,CDO-02,Sandwich Bread,Bakery,66,30,120.24
2026-05-13,CDO-03,Bread Loaf 300g,Bakery,70,40,219.92
2026-05-13,CDO-03,Fresh Milk 1L,Dairy,75,35,29.23
2026-05-13,CDO-03,Instant Noodles,Dry Goods,93,60,64.5
2026-05-13,CDO-03,Bottled Water 500ml,Beverage,93,50,202.46
2026-05-13,CDO-03,Canned Goods Mix,Dry Goods,18,45,219.24
2026-05-13,CDO-03,Rice 5kg,Dry Goods,18,25,187.46
2026-05-13,CDO-03,Egg Tray,Dairy,36,20,83.22
2026-05-13,CDO-03,Coffee Sachets,Beverage,152,80,187.19
2026-05-13,CDO-03,Soft Drinks 1.5L,Beverage,35,55,133.61
2026-05-13,CDO-03,Instant Coffee 3-in-1,Beverage,128,70,155.9
2026-05-13,CDO-03,Cup Noodles,Dry Goods,132,65,13.98
2026-05-13,CDO-03,Sandwich Bread,Bakery,49,30,208.88
2026-05-13,CDO-04,Bread Loaf 300g,Bakery,55,40,127.38
2026-05-13,CDO-04,Fresh Milk 1L,Dairy,23,35,217.46
2026-05-13,CDO-04,Instant Noodles,Dry Goods,119,60,112.35
2026-05-13,CDO-04,Bottled Water 500ml,Beverage,44,50,111.97
2026-05-13,CDO-04,Canned Goods Mix,Dry Goods,21,45,57.32
2026-05-13,CDO-04,Rice 5kg,Dry Goods,18,25,119.61
2026-05-13,CDO-04,Egg Tray,Dairy,6,20,202.59
2026-05-13,CDO-04,Coffee Sachets,Beverage,55,80,35.66
2026-05-13,CDO-04,Soft Drinks 1.5L,Beverage,91,55,202.78
2026-05-13,CDO-04,Instant Coffee 3-in-1,Beverage,133,70,76.6
2026-05-13,CDO-04,Cup Noodles,Dry Goods,22,65,132.36
2026-05-13,CDO-04,Sandwich Bread,Bakery,61,30,172.17
2026-05-13,CDO-05,Bread Loaf 300g,Bakery,76,40,190.46
2026-05-13,CDO-05,Fresh Milk 1L,Dairy,74,35,87.2
2026-05-13,CDO-05,Instant Noodles,Dry Goods,125,60,91.87
2026-05-13,CDO-05,Bottled Water 500ml,Beverage,25,50,71.97
2026-05-13,CDO-05,Canned Goods Mix,Dry Goods,25,45,41.39
2026-05-13,CDO-05,Rice 5kg,Dry Goods,53,25,175.87
2026-05-13,CDO-05,Egg Tray,Dairy,43,20,145.63
2026-05-13,CDO-05,Coffee Sachets,Beverage,50,80,213.37
2026-05-13,CDO-05,Soft Drinks 1.5L,Beverage,89,55,204.92
2026-05-13,CDO-05,Instant Coffee 3-in-1,Beverage,126,70,55.33
2026-05-13,CDO-05,Cup Noodles,Dry Goods,92,65,45.17
2026-05-13,CDO-05,Sandwich Bread,Bakery,26,30,153.96
2026-05-13,CDO-06,Bread Loaf 300g,Bakery,22,40,162.51
2026-05-13,CDO-06,Fresh Milk 1L,Dairy,74,35,209.12
2026-05-13,CDO-06,Instant Noodles,Dry Goods,63,60,218.79
2026-05-13,CDO-06,Bottled Water 500ml,Beverage,107,50,14.87
2026-05-13,CDO-06,Canned Goods Mix,Dry Goods,65,45,203.26
2026-05-13,CDO-06,Rice 5kg,Dry Goods,53,25,54.83
2026-05-13,CDO-06,Egg Tray,Dairy,27,20,206.58
2026-05-13,CDO-06,Coffee Sachets,Beverage,45,80,166.01
2026-05-13,CDO-06,Soft Drinks 1.5L,Beverage,41,55,216.26
2026-05-13,CDO-06,Instant Coffee 3-in-1,Beverage,43,70,195.69
2026-05-13,CDO-06,Cup Noodles,Dry Goods,30,65,158.3
2026-05-13,CDO-06,Sandwich Bread,Bakery,45,30,195.97
2026-05-16,CDO-01,Bread Loaf 300g,Bakery,46,40,64.23
2026-05-16,CDO-01,Fresh Milk 1L,Dairy,27,35,22.37
2026-05-16,CDO-01,Instant Noodles,Dry Goods,47,60,30.9
2026-05-16,CDO-01,Bottled Water 500ml,Beverage,15,50,89.82
2026-05-16,CDO-01,Canned Goods Mix,Dry Goods,76,45,213.45
2026-05-16,CDO-01,Rice 5kg,Dry Goods,50,25,112.53
2026-05-16,CDO-01,Egg Tray,Dairy,20,20,123.76
2026-05-16,CDO-01,Coffee Sachets,Beverage,39,80,109.65
2026-05-16,CDO-01,Soft Drinks 1.5L,Beverage,107,55,146.01
2026-05-16,CDO-01,Instant Coffee 3-in-1,Beverage,112,70,42.48
2026-05-16,CDO-01,Cup Noodles,Dry Goods,29,65,187.3
2026-05-16,CDO-01,Sandwich Bread,Bakery,26,30,75.57
2026-05-16,CDO-02,Bread Loaf 300g,Bakery,84,40,23.73
2026-05-16,CDO-02,Fresh Milk 1L,Dairy,22,35,87.6
2026-05-16,CDO-02,Instant Noodles,Dry Goods,101,60,123.97
2026-05-16,CDO-02,Bottled Water 500ml,Beverage,100,50,27.74
2026-05-16,CDO-02,Canned Goods Mix,Dry Goods,64,45,138.09
2026-05-16,CDO-02,Rice 5kg,Dry Goods,30,25,14.57
2026-05-16,CDO-02,Egg Tray,Dairy,42,20,42.98
2026-05-16,CDO-02,Coffee Sachets,Beverage,159,80,41.31
2026-05-16,CDO-02,Soft Drinks 1.5L,Beverage,27,55,51.58
2026-05-16,CDO-02,Instant Coffee 3-in-1,Beverage,46,70,155.81
2026-05-16,CDO-02,Cup Noodles,Dry Goods,109,65,162.75
2026-05-16,CDO-02,Sandwich Bread,Bakery,24,30,67.68
2026-05-16,CDO-03,Bread Loaf 300g,Bakery,30,40,18.52
2026-05-16,CDO-03,Fresh Milk 1L,Dairy,49,35,186.05
2026-05-16,CDO-03,Instant Noodles,Dry Goods,36,60,84.5
2026-05-16,CDO-03,Bottled Water 500ml,Beverage,56,50,70.44
2026-05-16,CDO-03,Canned Goods Mix,Dry Goods,70,45,135.25
2026-05-16,CDO-03,Rice 5kg,Dry Goods,17,25,13.46
2026-05-16,CDO-03,Egg Tray,Dairy,12,20,69.86
2026-05-16,CDO-03,Coffee Sachets,Beverage,36,80,186.88
2026-05-16,CDO-03,Soft Drinks 1.5L,Beverage,49,55,92.26
2026-05-16,CDO-03,Instant Coffee 3-in-1,Beverage,86,70,148.14
2026-05-16,CDO-03,Cup Noodles,Dry Goods,31,65,123.35
2026-05-16,CDO-03,Sandwich Bread,Bakery,20,30,195.72
2026-05-16,CDO-04,Bread Loaf 300g,Bakery,40,40,102.5
2026-05-16,CDO-04,Fresh Milk 1L,Dairy,28,35,106.59
2026-05-16,CDO-04,Instant Noodles,Dry Goods,44,60,64.94
2026-05-16,CDO-04,Bottled Water 500ml,Beverage,21,50,167.47
2026-05-16,CDO-04,Canned Goods Mix,Dry Goods,71,45,26.17
2026-05-16,CDO-04,Rice 5kg,Dry Goods,24,25,122.79
2026-05-16,CDO-04,Egg Tray,Dairy,43,20,133.02
2026-05-16,CDO-04,Coffee Sachets,Beverage,108,80,186.25
2026-05-16,CDO-04,Soft Drinks 1.5L,Beverage,102,55,96.75
2026-05-16,CDO-04,Instant Coffee 3-in-1,Beverage,92,70,191.78
2026-05-16,CDO-04,Cup Noodles,Dry Goods,78,65,194.91
2026-05-16,CDO-04,Sandwich Bread,Bakery,36,30,24.74
2026-05-16,CDO-05,Bread Loaf 300g,Bakery,81,40,159.43
2026-05-16,CDO-05,Fresh Milk 1L,Dairy,44,35,198.9
2026-05-16,CDO-05,Instant Noodles,Dry Goods,109,60,151.64
2026-05-16,CDO-05,Bottled Water 500ml,Beverage,74,50,33.5
2026-05-16,CDO-05,Canned Goods Mix,Dry Goods,78,45,44.65
2026-05-16,CDO-05,Rice 5kg,Dry Goods,54,25,214.1
2026-05-16,CDO-05,Egg Tray,Dairy,37,20,34.75
2026-05-16,CDO-05,Coffee Sachets,Beverage,88,80,217.52
2026-05-16,CDO-05,Soft Drinks 1.5L,Beverage,62,55,219.42
2026-05-16,CDO-05,Instant Coffee 3-in-1,Beverage,104,70,184.83
2026-05-16,CDO-05,Cup Noodles,Dry Goods,51,65,201.09
2026-05-16,CDO-05,Sandwich Bread,Bakery,61,30,22.21
2026-05-16,CDO-06,Bread Loaf 300g,Bakery,41,40,92.24
2026-05-16,CDO-06,Fresh Milk 1L,Dairy,32,35,66.55
